Transaction ID,Customer ID,product detail,City,Quantity,Price variation,Discount,Transaction Date,Revenue,Profit,Store,Customer Segment,Year,Month,Day_Name,Day_Type,Season,Profit Margin (%),Purchase Frequency,Product Rank
TTD145,98298,Clothing,Peshawar,1,175,0.2676782115224784,2025-08-28 11:17:04,128.16,28.64,Store E,VIP,2025,August,Thursday,Weekday,Summer,22.347066167290887,1,3.0
TTD146,78743,Book,Peshawar,12,3263,0.2092249045370381,2025-03-12 10:53:33,30963.59,5951.13,Store E,VIP,2025,March,Wednesday,Weekday,Spring,19.219767475283067,1,1.0
TTD147,65834,Electronics,Lhore,8,3111,0.247753495616834,2025-08-22 14:07:49,18721.91,3514.39,Store B,Regular,2025,August,Friday,Weekday,Summer,18.771535596528345,1,4.0
TTD148,98552,Electronics,Lhore,12,4164,0.1936045117683447,2025-04-22 20:39:20,40293.97,11170.83,Store B,VIP,2025,April,Tuesday,Weekday,Spring,27.72332932198044,1,4.0
TTD149,99328,Electronics,Peshawar,16,111,0.212734685861648,2025-11-27 13:42:44,1398.18,155.89,Store E,Regular,2025,November,Thursday,Weekday,Autumn,11.149494342645436,1,4.0
TTD150,95984,Grocery,Islamabad,6,892,0.0542887355630891,2024-12-02 06:11:25,5061.45,1406.86,Store A,VIP,2024,December,Monday,Weekday,Winter,27.795592172203616,1,1.0
TTD151,45744,Electronics,Karachi,17,3927,0.2076798016714869,2024-08-05 17:05:48,52894.5,6437.11,Store D,VIP,2024,August,Monday,Weekday,Summer,12.169715187779447,1,4.0
TTD152,11943,Clothing,Faisabad,17,4940,0.2487172365725777,2025-05-19 16:18:07,63092.73,10206.27,Store C,Regular,2025,May,Monday,Weekday,Spring,16.176618130171256,1,3.0
TTD153,35861,Sports,Queeta,4,4350,0.0877036071330263,2024-08-01 03:46:36,15873.96,2970.95,Store F,Regular,2024,August,Thursday,Weekday,Summer,18.71587177994653,1,2.0
TTD154,85627,Grocery,Islamabad,6,2380,0.073776021704742,2025-12-09 15:11:30,13226.48,2961.52,Store A,Regular,2025,December,Tuesday,Weekday,Winter,22.39084019330918,1,1.0
TTD155,31049,Electronics,Karachi,14,2498,0.2208080863686741,2025-06-22 10:45:23,27249.9,5809.88,Store D,VIP,2025,June,Sunday,Weekend,Summer,21.320738791701988,1,4.0
TTD156,74288,Clothing,Islamabad,18,3527,0.2095355585874642,2024-07-04 01:11:04,50183.43,9388.5,Store A,Regular,2024,July,Thursday,Weekday,Summer,18.70836648670687,1,3.0
TTD157,83919,Electronics,Peshawar,16,3229,0.0637214995773476,2024-11-18 14:48:55,48371.89,10090.28,Store E,Premium,2024,November,Monday,Weekday,Autumn,20.85980101253021,1,4.0
TTD158,28013,Clothing,Lhore,12,3718,0.1139409789389464,2025-10-13 17:31:39,39532.41,11571.04,Store B,Premium,2025,October,Monday,Weekday,Autumn,29.26975613174102,1,3.0
TTD159,54007,Electronics,Karachi,17,137,0.1334312349216564,2025-12-27 00:40:02,2018.24,331.57,Store D,Premium,2025,December,Saturday,Weekend,Winter,16.4286705248137,1,4.0
TTD160,78082,Grocery,Karachi,8,2259,0.1034058223609595,2024-03-23 23:36:54,16203.25,2944.02,Store D,Premium,2024,March,Saturday,Weekend,Spring,18.169317883757888,1,1.0
TTD161,17083,Book,Lhore,12,1578,0.024635493308221,2024-09-23 03:11:59,18469.5,2084.29,Store B,Premium,2024,September,Monday,Weekday,Autumn,11.285037494247272,1,1.0
TTD162,15133,Electronics,Karachi,12,2185,0.1934302576568539,2024-09-23 11:44:32,21148.26,3731.91,Store D,VIP,2024,September,Monday,Weekday,Autumn,17.646416300915536,1,4.0
TTD163,56295,Book,Islamabad,18,2670,0.1700959323142685,2024-04-20 21:25:26,39885.19,4258.33,Store A,Premium,2024,April,Saturday,Weekend,Spring,10.676469135536273,1,1.0
TTD164,17286,Clothing,Karachi,14,4471,0.1052593218868594,2024-02-03 00:14:45,56005.4,7386.26,Store D,Premium,2024,February,Saturday,Weekend,Winter,13.18847825388266,1,3.0
TTD165,13266,Electronics,Faisabad,10,2311,0.1009547736539557,2025-06-12 03:14:00,20776.94,5801.62,Store C,Premium,2025,June,Thursday,Weekday,Summer,27.9233611879324,1,4.0
TTD166,42031,Electronics,Queeta,11,1075,0.0714444988366783,2024-08-17 06:07:43,10980.17,2582.76,Store F,Premium,2024,August,Saturday,Weekend,Summer,23.52204018699164,1,4.0
TTD167,60521,Grocery,Queeta,8,3245,0.2035989705272771,2025-12-15 03:36:14,20674.57,3553.31,Store F,Premium,2025,December,Monday,Weekday,Winter,17.186862894851018,1,1.0
TTD168,60986,Book,Lhore,11,4572,0.1884869958999028,2024-07-02 19:41:07,40812.61,10948.02,Store B,Premium,2024,July,Tuesday,Weekday,Summer,26.82509155871188,2,1.0
TTD169,77608,Sports,Lhore,2,3678,0.0453476845814877,2025-01-09 16:54:44,7022.42,1287.69,Store B,VIP,2025,January,Thursday,Weekday,Winter,18.33684114592976,1,2.0
TTD170,96339,Sports,Islamabad,5,4784,0.2236843506079231,2024-07-19 18:13:22,18569.47,3998.19,Store A,VIP,2024,July,Friday,Weekday,Summer,21.5309860755315,1,2.0
TTD171,75835,Electronics,Lhore,4,4128,0.0870760698669527,2024-11-13 01:16:13,15074.2,2896.56,Store B,VIP,2024,November,Wednesday,Weekday,Autumn,19.215348078173303,1,4.0
TTD172,94682,Clothing,Islamabad,14,1298,0.2571208048770227,2025-11-07 18:43:55,13499.6,3768.88,Store A,Premium,2025,November,Friday,Weekday,Autumn,27.918456843165725,1,3.0
TTD173,84048,Grocery,Islamabad,11,4774,0.112141967866887,2025-11-28 18:00:22,46624.98,10991.62,Store A,VIP,2025,November,Friday,Weekday,Autumn,23.574530219637627,1,1.0
TTD174,24034,Clothing,Karachi,2,735,0.0749708235245418,2025-05-14 07:39:10,1359.79,293.83,Store D,Premium,2025,May,Wednesday,Weekday,Spring,21.608483662918538,1,3.0
TTD175,20634,Grocery,Islamabad,19,4613,0.1710060948133245,2024-12-24 06:31:00,72658.83,15709.17,Store A,Regular,2024,December,Tuesday,Weekday,Winter,21.620455490406325,1,1.0
TTD176,21353,Book,Faisabad,3,4710,0.0704987760217046,2024-09-08 20:06:23,13133.85,3104.82,Store C,Regular,2024,September,Sunday,Weekend,Autumn,23.63983142795144,1,1.0
TTD177,86243,Electronics,Lhore,1,4943,0.0491724278388719,2025-10-19 11:15:05,4699.94,606.65,Store B,Regular,2025,October,Sunday,Weekend,Autumn,12.907611586530892,1,4.0
TTD178,38567,Grocery,Peshawar,5,3108,0.2952220561676834,2025-07-16 10:58:35,10952.25,2267.13,Store E,Premium,2025,July,Wednesday,Weekday,Summer,20.70013011025132,1,1.0
TTD179,52637,Electronics,Peshawar,9,577,0.0183289441147934,2024-09-22 08:03:12,5097.82,865.35,Store E,VIP,2024,September,Sunday,Weekend,Autumn,16.974902997751983,1,4.0
TTD180,58970,Book,Lhore,1,1444,0.2318926280878695,2025-11-12 11:05:18,1109.15,242.64,Store B,Premium,2025,November,Wednesday,Weekday,Autumn,21.87621151332101,1,1.0
TTD181,47709,Grocery,Lhore,5,2077,0.2724720789492677,2025-09-10 08:46:19,7555.38,2104.1,Store B,Premium,2025,September,Wednesday,Weekday,Autumn,27.84902943333095,1,1.0
TTD182,86372,Sports,Faisabad,11,3441,0.1975326221963826,2025-12-12 04:15:56,30374.19,6516.61,Store C,VIP,2025,December,Friday,Weekday,Winter,21.45443220049654,1,2.0
TTD183,87364,Book,Faisabad,10,1775,0.0767734784517549,2025-10-17 02:31:18,16387.27,2612.99,Store C,Premium,2025,October,Friday,Weekday,Autumn,15.94524286229494,1,1.0
TTD184,60541,Book,Karachi,1,1335,0.1903318309289096,2025-11-07 04:48:08,1080.91,255.11,Store D,Premium,2025,November,Friday,Weekday,Autumn,23.60140992312033,1,1.0
TTD185,38388,Book,Faisabad,14,1479,0.0580183172482408,2025-04-29 09:15:32,19504.67,4922.33,Store C,VIP,2025,April,Tuesday,Weekday,Spring,25.23667408882078,1,1.0
TTD186,50545,Clothing,Queeta,8,4626,0.1288459158013015,2024-08-21 13:01:46,32239.67,5704.15,Store F,Regular,2024,August,Wednesday,Weekday,Summer,17.692954053189748,1,3.0
TTD187,29074,Book,Peshawar,9,3203,0.0296506501343458,2025-04-29 14:42:09,27972.26,6188.73,Store E,Premium,2025,April,Tuesday,Weekday,Spring,22.124526227054947,1,1.0
TTD188,59765,Clothing,Lhore,2,4498,0.1239535320477292,2024-11-15 09:50:08,7880.91,1480.96,Store B,Premium,2024,November,Friday,Weekday,Autumn,18.79173851750623,1,3.0
TTD189,89996,Grocery,Faisabad,10,1486,0.2991465090101184,2025-04-29 03:34:26,10414.68,2930.75,Store C,VIP,2025,April,Tuesday,Weekday,Spring,28.140566968932312,1,1.0
TTD190,48199,Book,Islamabad,9,1251,0.1289019516408702,2024-09-25 08:19:32,9807.69,2463.47,Store A,Regular,2024,September,Wednesday,Weekday,Autumn,25.117739243389625,1,1.0
TTD191,14122,Grocery,Queeta,11,2134,0.1796061248489518,2025-04-06 15:45:54,19257.93,3052.12,Store F,Regular,2025,April,Sunday,Weekend,Spring,15.848640014788712,1,1.0
TTD192,14407,Clothing,Islamabad,10,4362,0.1751047695517501,2024-08-04 17:27:23,35981.93,4037.82,Store A,VIP,2024,August,Sunday,Weekend,Summer,11.221799386525404,1,3.0
TTD193,51087,Sports,Peshawar,16,2453,0.014264843468277,2024-09-28 02:51:13,38688.13,7116.29,Store E,Premium,2024,September,Saturday,Weekend,Autumn,18.393988026818565,1,2.0
TTD194,17438,Sports,Queeta,12,4817,0.0736079323986558,2025-03-09 15:35:42,53549.17,6841.75,Store F,Regular,2025,March,Sunday,Weekend,Spring,12.776575248505251,1,2.0
TTD195,35517,Book,Karachi,6,1253,0.2204676761161877,2024-09-19 12:57:48,5860.52,1501.93,Store D,Premium,2024,September,Thursday,Weekday,Autumn,25.62793062731635,1,1.0
TTD196,18911,Grocery,Faisabad,5,1745,0.1198024306725339,2024-01-28 00:20:55,7679.72,1039.98,Store C,VIP,2024,January,Sunday,Weekend,Winter,13.541899965102894,1,1.0
TTD197,16962,Electronics,Lhore,13,2620,0.2894969996296601,2024-03-25 08:13:41,24199.73,5727.79,Store B,Premium,2024,March,Monday,Weekday,Spring,23.66881779259521,1,4.0
TTD198,41801,Book,Queeta,9,2179,0.1498744761241721,2024-02-05 12:30:18,16671.81,4455.51,Store F,VIP,2024,February,Monday,Weekday,Winter,26.724812722793743,1,1.0
TTD199,65530,Sports,Faisabad,3,1545,0.195997785719567,2025-08-31 05:39:19,3726.55,826.79,Store C,Premium,2025,August,Sunday,Weekend,Summer,22.186472742885503,1,2.0
TTD200,38340,Book,Peshawar,13,1494,0.2154317383584312,2024-06-25 14:24:46,15237.88,1697.99,Store E,Premium,2024,June,Tuesday,Weekday,Summer,11.14321677293692,1,1.0
TTD201,31380,Clothing,Faisabad,17,3362,0.1291090806512907,2025-07-19 17:13:35,49774.9,5662.85,Store C,Premium,2025,July,Saturday,Weekend,Summer,11.376918888837546,1,3.0
TTD202,58039,Clothing,Islamabad,5,3095,0.2496714591727772,2024-04-04 00:01:50,11611.33,1410.77,Store A,Premium,2024,April,Thursday,Weekday,Spring,12.149943202027677,1,3.0
TTD203,44082,Sports,Lhore,7,772,0.2608065723266078,2025-08-03 12:47:00,3994.6,497.7,Store B,VIP,2025,August,Sunday,Weekend,Summer,12.45932008211085,1,2.0
TTD204,71172,Grocery,Lhore,10,1658,0.1909301289283521,2025-12-07 17:14:51,13414.38,3853.44,Store B,VIP,2025,December,Sunday,Weekend,Winter,28.72618786705014,1,1.0
TTD205,96671,Grocery,Lhore,9,2892,0.2058315955195603,2025-08-31 02:56:49,20670.62,2543.12,Store B,VIP,2025,August,Sunday,Weekend,Summer,12.303065897394466,1,1.0
TTD206,60785,Sports,Peshawar,8,55,0.0172078901510384,2024-12-29 11:35:26,432.43,84.88,Store E,Regular,2024,December,Sunday,Weekend,Winter,19.62861041093356,1,2.0
TTD207,36193,Clothing,Karachi,11,3543,0.1842931723370736,2024-01-02 23:10:24,31790.54,6909.63,Store D,Regular,2024,January,Tuesday,Weekday,Winter,21.734862006118803,1,3.0
TTD208,58657,Clothing,Queeta,17,482,0.2024319705948287,2024-01-25 02:00:47,6535.27,1445.92,Store F,Regular,2024,January,Thursday,Weekday,Winter,22.12487012778355,1,3.0
TTD209,30883,Electronics,Islamabad,5,4132,0.0108318288547988,2024-09-04 16:39:01,20436.21,6033.2,Store A,Premium,2024,September,Wednesday,Weekday,Autumn,29.522108062111325,1,4.0
TTD210,60323,Clothing,Faisabad,10,1963,0.1692059412223799,2024-05-30 01:19:57,16308.49,3585.45,Store C,Premium,2024,May,Thursday,Weekday,Spring,21.985174593110703,1,3.0
TTD211,73292,Sports,Karachi,16,327,0.1011947534923786,2025-10-14 06:12:45,4702.55,1397.03,Store D,VIP,2025,October,Tuesday,Weekday,Autumn,29.70792442398273,1,2.0
TTD212,13466,Sports,Faisabad,4,624,0.1830061320049951,2024-07-29 21:32:22,2039.22,604.42,Store C,Regular,2024,July,Monday,Weekday,Summer,29.639764223575675,1,2.0
TTD213,38762,Book,Queeta,16,2860,0.1374540722892817,2024-02-21 03:39:28,39470.1,9216.68,Store F,VIP,2024,February,Wednesday,Weekday,Winter,23.351042941365744,1,1.0
TTD214,23894,Electronics,Lhore,13,4444,0.2583917286515926,2024-09-20 08:36:07,42844.19,6072.53,Store B,Regular,2024,September,Friday,Weekday,Autumn,14.173520376975263,1,4.0
TTD215,34882,Sports,Queeta,4,2901,0.0434048978978029,2025-05-17 00:50:32,11100.33,2079.72,Store F,Premium,2025,May,Saturday,Weekend,Spring,18.73565921013159,1,2.0
TTD216,88877,Sports,Faisabad,10,671,0.138642857904787,2024-01-17 22:02:28,5779.71,1174.16,Store C,Premium,2024,January,Wednesday,Weekday,Winter,20.31520612625893,1,2.0
TTD217,46839,Sports,Islamabad,14,365,0.1009380033050346,2024-02-21 16:21:20,4594.21,874.65,Store A,VIP,2024,February,Wednesday,Weekday,Winter,19.03809360042314,1,2.0
TTD218,67900,Electronics,Peshawar,5,3269,0.2299603655310236,2025-04-24 04:52:01,12586.3,2971.69,Store E,Premium,2025,April,Thursday,Weekday,Spring,23.61051301812288,1,4.0
TTD219,31703,Sports,Karachi,9,4013,0.0880035330677082,2025-02-26 05:35:05,32938.58,3686.31,Store D,Regular,2025,February,Wednesday,Weekday,Winter,11.191466055913764,1,2.0
TTD220,65600,Sports,Peshawar,3,150,0.2057557477747628,2024-02-20 00:45:06,357.41,63.76,Store E,VIP,2024,February,Tuesday,Weekday,Winter,17.839456086847036,1,2.0
TTD221,60352,Grocery,Faisabad,10,4272,0.25491038476398,2024-02-05 17:01:02,31830.23,6441.53,Store C,VIP,2024,February,Monday,Weekday,Winter,20.237145631684093,1,1.0
TTD222,16502,Book,Karachi,17,1730,0.0391902665887521,2024-07-24 13:45:23,28257.41,5256.65,Store D,Regular,2024,July,Wednesday,Weekday,Summer,18.60273110663716,1,1.0
TTD223,49964,Sports,Karachi,13,2675,0.0370316049870876,2025-12-29 17:16:59,33487.23,5962.28,Store D,Regular,2025,December,Monday,Weekday,Winter,17.804637767889428,1,2.0
TTD224,68757,Clothing,Queeta,1,4956,0.2631810047996419,2024-03-07 17:40:42,3651.67,581.66,Store F,Regular,2024,March,Thursday,Weekday,Spring,15.928602529801433,1,3.0
TTD225,51574,Clothing,Faisabad,18,3804,0.1144423193589328,2024-05-08 05:53:25,60635.91,9652.54,Store C,VIP,2024,May,Wednesday,Weekday,Spring,15.918850727234076,1,3.0
TTD226,70279,Grocery,Islamabad,12,1019,0.2400032300646724,2025-10-22 21:49:18,9293.24,2204.21,Store A,Premium,2025,October,Wednesday,Weekday,Autumn,23.718423284021505,1,1.0
TTD227,36769,Sports,Islamabad,8,948,0.0693456895996216,2024-10-21 08:58:55,7058.08,1315.58,Store A,Premium,2024,October,Monday,Weekday,Autumn,18.639346677850067,1,2.0
TTD228,52618,Sports,Karachi,4,3561,0.2411465160937296,2024-11-09 11:28:48,10809.11,1616.12,Store D,Regular,2024,November,Saturday,Weekend,Autumn,14.951462238796717,1,2.0
TTD229,93828,Book,Peshawar,9,2912,0.0658297068501677,2025-09-28 19:23:04,24482.74,2525.23,Store E,VIP,2025,September,Sunday,Weekend,Autumn,10.314327563009694,1,1.0
TTD230,15590,Sports,Peshawar,17,2356,0.218807522590577,2024-06-03 07:40:42,31288.32,5801.28,Store E,Regular,2024,June,Monday,Weekday,Summer,18.541359842906235,1,2.0
TTD231,75731,Grocery,Queeta,3,4527,0.1331222125860079,2025-09-22 19:40:23,11773.07,3064.56,Store F,Regular,2025,September,Monday,Weekday,Autumn,26.03025379106724,1,1.0
TTD232,12141,Book,Islamabad,4,231,0.2636425126884426,2025-04-04 05:27:31,680.39,176.76,Store A,Regular,2025,April,Friday,Weekday,Spring,25.979217801554988,1,1.0
TTD233,53046,Book,Lhore,7,1515,0.2382305969010833,2024-11-17 21:44:28,8078.56,2061.56,Store B,Regular,2024,November,Sunday,Weekend,Autumn,25.518904359192724,1,1.0
TTD234,87092,Grocery,Queeta,9,4111,0.0546080435710676,2025-04-30 02:49:27,34978.56,5554.67,Store F,Premium,2025,April,Wednesday,Weekday,Spring,15.880213479342776,1,1.0
TTD235,51586,Electronics,Karachi,3,4737,0.0030075174143486,2024-07-08 04:00:06,14168.26,1529.32,Store D,VIP,2024,July,Monday,Weekday,Summer,10.793985994045846,1,4.0
TTD236,33143,Electronics,Karachi,11,2652,0.2869902558106519,2024-08-22 23:30:46,20799.92,2261.95,Store D,Regular,2024,August,Thursday,Weekday,Summer,10.874801441544006,1,4.0
TTD237,84075,Sports,Peshawar,9,3374,0.093330116951875,2024-09-12 12:40:12,27531.94,8119.45,Store E,Premium,2024,September,Thursday,Weekday,Autumn,29.49102024775588,1,2.0
TTD238,46020,Electronics,Islamabad,10,3932,0.0719085192198595,2024-05-22 01:03:26,36492.56,5059.07,Store A,VIP,2024,May,Wednesday,Weekday,Spring,13.863291586010956,1,4.0
TTD239,96981,Clothing,Peshawar,1,3675,0.0840036526004242,2025-07-06 05:49:50,3366.29,863.3,Store E,Premium,2025,July,Sunday,Weekend,Summer,25.645443500114368,1,3.0
TTD240,79984,Electronics,Islamabad,4,1197,0.0730797954051249,2024-02-25 14:39:03,4438.09,928.89,Store A,VIP,2024,February,Sunday,Weekend,Winter,20.92994959543407,1,4.0
TTD241,45944,Electronics,Faisabad,3,838,0.0529411516599769,2024-10-20 06:04:12,2380.91,465.56,Store C,Regular,2024,October,Sunday,Weekend,Autumn,19.55386805885145,1,4.0
TTD242,72434,Book,Lhore,14,4616,0.0890243578230421,2024-06-16 07:22:20,58870.89,7510.55,Store B,Regular,2024,June,Sunday,Weekend,Summer,12.757663422448683,1,1.0
TTD243,11003,Clothing,Peshawar,3,1669,0.0053839097466731,2024-05-26 12:34:55,4980.04,1019.49,Store E,VIP,2024,May,Sunday,Weekend,Spring,20.471522317089825,1,3.0
TTD244,79082,Book,Karachi,14,3027,0.121881700207703,2024-07-23 20:33:54,37212.9,8320.97,Store D,VIP,2024,July,Tuesday,Weekday,Summer,22.360444899483777,1,1.0
TTD245,84418,Electronics,Peshawar,18,2040,0.2306974379721496,2024-01-08 17:57:48,28248.79,8009.38,Store E,Regular,2024,January,Monday,Weekday,Winter,28.353002022387507,1,4.0
TTD246,30054,Grocery,Islamabad,7,4580,0.1025225092619108,2025-03-29 02:21:22,28773.13,5810.24,Store A,Premium,2025,March,Saturday,Weekend,Spring,20.193284498419185,1,1.0
TTD247,46091,Book,Peshawar,15,4757,0.2060111894212137,2024-08-15 16:08:37,56655.07,11600.64,Store E,VIP,2024,August,Thursday,Weekday,Summer,20.47590798140396,1,1.0
TTD248,54461,Grocery,Peshawar,7,2863,0.0164071989470564,2025-08-21 02:20:38,19712.18,2330.47,Store E,Regular,2025,August,Thursday,Weekday,Summer,11.822487416409547,1,1.0
TTD249,18887,Grocery,Queeta,2,548,0.2894205369802022,2025-07-22 15:35:12,778.8,169.24,Store F,Regular,2025,July,Tuesday,Weekday,Summer,21.730868002054446,1,1.0
TTD250,11805,Clothing,Queeta,10,3855,0.0682405785697736,2025-11-17 15:05:01,35919.33,7235.45,Store F,Premium,2025,November,Monday,Weekday,Autumn,20.14361069652468,1,3.0
TTD251,67337,Electronics,Islamabad,6,3874,0.2869211150843828,2025-04-29 05:32:34,16574.81,4883.93,Store A,Regular,2025,April,Tuesday,Weekday,Spring,29.465978795533704,1,4.0
TTD252,21154,Electronics,Lhore,11,1530,0.1819715387213562,2024-09-03 09:12:17,13767.42,2192.63,Store B,VIP,2024,September,Tuesday,Weekday,Autumn,15.926222923394509,1,4.0
TTD253,61318,Clothing,Peshawar,15,3580,0.1744743888369228,2024-02-08 01:04:07,44330.73,12167.19,Store E,VIP,2024,February,Thursday,Weekday,Winter,27.4464011758886,1,3.0
TTD254,49664,Book,Karachi,13,4043,0.2246220987406758,2025-11-16 12:44:56,40753.09,8349.39,Store D,VIP,2025,November,Sunday,Weekend,Autumn,20.487747064087657,1,1.0
TTD255,17665,Grocery,Queeta,1,775,0.0879288701173338,2025-10-01 12:23:09,706.86,182.5,Store F,Regular,2025,October,Wednesday,Weekday,Autumn,25.81840817134935,1,1.0
TTD256,79615,Electronics,Peshawar,11,3389,0.0182650586997952,2024-03-21 10:25:45,36598.1,10283.6,Store E,Regular,2024,March,Thursday,Weekday,Spring,28.0987264366183,1,4.0
TTD257,11224,Grocery,Queeta,16,703,0.0112349195818102,2025-06-01 13:27:22,11121.63,2781.11,Store F,VIP,2025,June,Sunday,Weekend,Summer,25.00631652015037,1,1.0
TTD258,48006,Clothing,Islamabad,8,547,0.1656156066333073,2025-05-26 13:02:02,3651.27,1082.33,Store A,Regular,2025,May,Monday,Weekday,Spring,29.642562724750565,1,3.0
TTD259,12178,Electronics,Peshawar,1,580,0.2212187824124658,2024-10-15 15:44:00,451.69,106.0,Store E,Premium,2024,October,Tuesday,Weekday,Autumn,23.46742234718501,1,4.0
TTD260,28874,Sports,Queeta,17,1846,0.2581373006638064,2024-03-25 18:33:23,23281.14,5399.47,Store F,Premium,2024,March,Monday,Weekday,Spring,23.192463942916884,1,2.0
TTD261,11667,Book,Islamabad,16,3187,0.0246397426139826,2024-07-10 08:18:43,49735.57,13791.99,Store A,Regular,2024,July,Wednesday,Weekday,Summer,27.73063624283385,1,1.0
TTD262,81422,Sports,Islamabad,7,1944,0.1134121797281344,2024-07-18 03:59:45,12064.69,2602.11,Store A,Regular,2024,July,Thursday,Weekday,Summer,21.56798061118852,1,2.0
TTD263,70849,Sports,Lhore,13,3150,0.1316945017117761,2025-08-31 09:38:45,35557.11,6007.88,Store B,Premium,2025,August,Sunday,Weekend,Summer,16.89642380947158,1,2.0
TTD264,34936,Clothing,Faisabad,9,2570,0.0550378001572141,2024-05-25 12:18:04,21856.98,4428.61,Store C,VIP,2024,May,Saturday,Weekend,Spring,20.26176534910129,1,3.0
TTD265,52000,Book,Peshawar,4,311,0.0224072411790115,2025-03-24 12:02:15,1216.13,198.72,Store E,Premium,2025,March,Monday,Weekday,Spring,16.340358349847463,1,1.0
TTD266,98295,Sports,Faisabad,14,1832,0.0786964527744882,2025-08-14 03:55:12,23629.59,5103.89,Store C,Regular,2025,August,Thursday,Weekday,Summer,21.59957070774398,1,2.0
TTD267,56367,Sports,Peshawar,18,3415,0.0963281768222513,2025-02-06 11:35:20,55548.71,13436.03,Store E,VIP,2025,February,Thursday,Weekday,Winter,24.18783442495784,1,2.0
TTD268,37531,Electronics,Karachi,18,3903,0.2240633631820238,2024-12-26 14:13:13,54512.65,12335.67,Store D,Premium,2024,December,Thursday,Weekday,Winter,22.62900446043258,1,4.0
TTD269,27702,Sports,Queeta,3,4736,0.1330949516607292,2025-02-16 22:34:01,12316.99,2940.77,Store F,Regular,2025,February,Sunday,Weekend,Winter,23.87571963604744,1,2.0
TTD270,27538,Clothing,Lhore,19,3922,0.0032067836136714,2024-12-28 16:18:56,74279.04,20728.45,Store B,Premium,2024,December,Saturday,Weekend,Winter,27.90618995614376,1,3.0
TTD271,70477,Grocery,Islamabad,15,4093,0.2514386237465583,2024-02-12 00:52:26,45957.93,6733.57,Store A,Premium,2024,February,Monday,Weekday,Winter,14.65159549178999,1,1.0
TTD272,44773,Electronics,Faisabad,10,3220,0.142863269878097,2025-02-20 00:25:40,27599.8,3931.96,Store C,Premium,2025,February,Thursday,Weekday,Winter,14.246335118370425,1,4.0
TTD273,84166,Sports,Islamabad,13,2990,0.0474210838302222,2025-11-09 21:10:38,37026.74,9053.7,Store A,Regular,2025,November,Sunday,Weekend,Autumn,24.451788086123702,1,2.0
TTD274,67971,Grocery,Faisabad,7,2530,0.0839657217609335,2024-05-01 17:45:06,16222.97,2442.63,Store C,Regular,2024,May,Wednesday,Weekday,Spring,15.056614171141293,1,1.0
TTD275,58655,Book,Lhore,4,1083,0.2780645876863334,2024-01-21 06:04:40,3127.42,404.28,Store B,Premium,2024,January,Sunday,Weekend,Winter,12.926949370407556,1,1.0
TTD276,50722,Book,Peshawar,19,3806,0.2195039316786692,2024-08-04 10:32:35,56440.79,16282.2,Store E,Premium,2024,August,Sunday,Weekend,Summer,28.84828507892962,1,1.0
TTD277,62795,Clothing,Queeta,6,4808,0.1727136296970666,2024-02-09 01:24:08,23865.56,4869.88,Store F,Regular,2024,February,Friday,Weekday,Winter,20.40547131515037,1,3.0
TTD278,64666,Electronics,Karachi,11,4495,0.209893139869276,2024-05-21 23:25:51,39066.83,11066.72,Store D,VIP,2024,May,Tuesday,Weekday,Spring,28.327663135196783,1,4.0
TTD279,99826,Book,Karachi,9,1021,0.2460833452650008,2025-06-18 01:27:05,6927.74,1182.81,Store D,VIP,2025,June,Wednesday,Weekday,Summer,17.073533360085687,1,1.0
TTD280,86693,Sports,Karachi,7,4961,0.1598724821644991,2024-07-12 02:58:55,29175.11,2979.66,Store D,VIP,2024,July,Friday,Weekday,Summer,10.213020619288152,1,2.0
TTD281,73763,Sports,Peshawar,3,3069,0.1554261583031497,2025-03-24 10:17:27,7775.99,1523.31,Store E,Premium,2025,March,Monday,Weekday,Spring,19.589917168103355,1,2.0
TTD282,82533,Sports,Karachi,8,575,0.2033151515027567,2025-05-14 01:22:19,3664.75,734.88,Store D,Regular,2025,May,Wednesday,Weekday,Spring,20.052663892489257,1,2.0
TTD283,89517,Grocery,Peshawar,1,3917,0.0540331112883277,2024-01-04 08:19:35,3705.35,903.16,Store E,Regular,2024,January,Thursday,Weekday,Winter,24.374485541176945,1,1.0
TTD284,59845,Grocery,Faisabad,9,691,0.1390776612519834,2025-07-12 14:12:39,5354.08,857.4,Store C,Premium,2025,July,Saturday,Weekend,Summer,16.013955712279234,1,1.0
TTD285,68559,Clothing,Queeta,3,4298,0.2148709296302756,2025-08-29 17:23:40,10123.45,2183.22,Store F,Regular,2025,August,Friday,Weekday,Summer,21.5659681235152,1,3.0
TTD286,13463,Book,Queeta,10,2376,0.2868370819847856,2024-01-13 12:11:49,16944.75,2059.09,Store F,Regular,2024,January,Saturday,Weekend,Winter,12.151787426784107,1,1.0
TTD287,89642,Book,Faisabad,18,3300,0.2850375356055336,2024-09-05 20:34:03,42468.77,12590.85,Store C,Premium,2024,September,Thursday,Weekday,Autumn,29.64731495637854,1,1.0
TTD288,77935,Clothing,Faisabad,4,2950,0.0523771303754455,2025-08-05 08:03:13,11181.95,1855.05,Store C,VIP,2025,August,Tuesday,Weekday,Summer,16.589682479352884,1,3.0
TTD289,59045,Sports,Lhore,1,1504,0.1045841965264836,2025-12-06 07:13:27,1346.71,403.69,Store B,Premium,2025,December,Saturday,Weekend,Winter,29.976015623259645,1,2.0
