Transaction ID,Customer ID,product detail,City,Quantity,Price variation,Discount,Transaction Date
TTD316,51249,Grocery,Queeta,13,764,0.05554233740788882,2025-06-24 08:39:53
TTD317,65154,book,Queeta,18,4749,0.19380103536331644,2024-03-22 12:18:31
TTD318,62274,Grocery,Karachi,14,3931,0.1180375787418612,2025-05-14 11:24:58
TTD319,98510,sports,Peshawar,14,2825,0.2711900645494677,2025-08-24 15:07:45
TTD320,76710,clothing,Queeta,19,527,0.05173810677259442,2025-04-22 10:04:15
TTD321,17990,Electronics,Islamabad,16,4260,0.1269220649116716,2024-09-07 02:07:32
TTD322,34932,clothing,Queeta,8,160,0.2720982692994998,2025-07-08 12:30:44
TTD323,34191,sports,Islamabad,6,1937,0.0820633588828922,2025-12-09 01:55:10
TTD324,31162,Grocery,Karachi,5,4032,0.16433670623751043,2025-02-06 13:26:17
TTD325,70764,clothing,Queeta,6,954,0.21767600628167824,2025-07-23 19:18:25
TTD326,64540,Grocery,Queeta,12,2111,0.24808664495999377,2025-07-23 14:57:52
TTD327,26198,book,Lhore,14,1761,0.21975480544825865,2024-07-07 12:29:33
TTD328,75204,Electronics,Faisabad,7,1083,0.2100808009964276,2025-08-13 10:59:27
TTD329,66819,Electronics,Queeta,13,2802,0.1786009476467317,2025-07-09 23:52:45
TTD330,68640,clothing,Islamabad,12,3410,0.015072515801678853,2025-07-29 05:47:10
TTD331,54114,clothing,Islamabad,7,610,0.1669901040398418,2024-02-02 16:02:50
TTD332,49400,clothing,Islamabad,12,2698,0.16513614548404046,2024-11-20 01:24:55
TTD333,37426,Electronics,Faisabad,13,2332,0.28425258472931725,2025-02-19 11:09:28
TTD334,43811,clothing,Peshawar,14,938,0.07556522817174972,2025-02-15 22:28:05
TTD335,53571,clothing,Peshawar,15,1961,0.268650169727133,2025-04-24 00:10:32
TTD336,34002,Electronics,Lhore,8,3190,0.17819970090383241,2025-09-21 23:36:28
TTD337,10449,Grocery,Peshawar,8,3129,0.20329183636584994,2024-02-14 05:53:08
TTD338,20465,Electronics,Karachi,2,3082,0.13644158458222075,2025-10-24 12:02:13
TTD339,35700,Electronics,Faisabad,15,3103,0.03364975638591825,2024-07-14 21:13:43
TTD340,42727,clothing,Faisabad,9,1729,0.10383186517666183,2025-08-17 09:25:42
TTD341,21736,clothing,Karachi,19,2102,0.046073767102319974,2024-01-15 02:33:20
TTD342,35442,Grocery,Lhore,9,1531,0.16954965500482808,2024-03-23 13:46:48
TTD343,78625,clothing,Karachi,14,3740,0.258558821491427,2024-08-30 09:25:20
TTD344,42760,sports,Lhore,11,1218,0.10596776394572884,2025-02-06 12:24:29
TTD345,12640,clothing,Peshawar,11,4724,0.02731731352800316,2025-07-22 20:26:41
TTD346,31345,Grocery,Islamabad,4,2096,0.16053318661221316,2024-10-25 13:08:57
TTD347,10652,Grocery,Faisabad,8,4628,0.263790038411246,2025-12-25 07:02:39
TTD348,42177,sports,Karachi,16,2018,0.08695510114190266,2024-07-02 06:11:53
TTD349,61409,book,Islamabad,6,4210,0.23141609276843617,2025-06-11 06:52:38
TTD350,93026,book,Peshawar,7,3270,0.006873251050876183,2025-06-25 03:02:34
TTD351,43301,Electronics,Peshawar,9,4875,0.23098615270237638,2024-02-04 02:15:44
TTD352,52524,sports,Islamabad,19,1741,0.11143170792620995,2024-05-11 22:00:41
TTD353,29887,Electronics,Faisabad,12,2681,0.20171200913510565,2024-04-18 10:05:14
TTD354,36112,sports,Peshawar,7,3545,0.2544215060030881,2024-12-25 00:26:14
TTD355,44882,Grocery,Queeta,3,3874,0.17537851015416275,2024-12-14 11:11:25
TTD356,86862,Electronics,Lhore,8,985,0.15186872165452342,2024-01-03 19:07:50
TTD357,49043,Grocery,Lhore,6,4771,0.026725125767733882,2025-01-12 16:02:30
TTD358,26393,book,Islamabad,16,3392,0.12524483871136843,2025-03-08 15:31:08
TTD359,23525,Grocery,Peshawar,13,664,0.0021853765226729324,2024-09-11 01:44:13
TTD360,73477,clothing,Faisabad,10,2807,0.021543564152937778,2024-05-07 07:55:13
TTD361,85228,book,Faisabad,7,4569,0.13925317207198695,2025-11-26 17:57:18
TTD362,34739,clothing,Islamabad,6,1353,0.22975456495817503,2025-10-17 06:22:00
TTD363,98641,Electronics,Lhore,14,1011,0.1891686436193438,2025-11-21 19:54:17
TTD364,87254,book,Karachi,5,3079,0.055866436218345125,2024-10-21 11:49:18
TTD365,52365,Electronics,Faisabad,2,174,0.08778064098612028,2025-10-04 00:20:05
TTD366,93687,sports,Peshawar,5,1901,0.2468717981797552,2025-03-27 16:59:14
TTD367,30037,book,Queeta,11,4806,0.12536406721059115,2024-03-20 15:51:05
TTD368,57541,Grocery,Faisabad,15,3767,0.1832544594952069,2025-08-18 16:42:19
TTD369,57053,clothing,Peshawar,12,1848,0.02981516982279617,2024-06-06 10:52:49
TTD370,23810,book,Faisabad,14,3642,0.04989979772520938,2024-04-25 00:09:19
TTD371,11777,sports,Queeta,16,201,0.07022731637449377,2025-07-21 09:26:48
TTD372,87733,clothing,Queeta,14,153,0.29922679705512606,2024-07-13 17:20:10
TTD373,14299,book,Islamabad,7,79,0.2380510005673425,2024-01-26 21:00:31
TTD374,56666,Grocery,Islamabad,4,2754,0.11696527320144817,2025-11-16 08:39:53
TTD375,83258,Grocery,Karachi,11,234,0.19101338146671756,2025-09-10 18:56:06
TTD376,51078,sports,Islamabad,6,219,0.21942138095113728,2024-04-16 10:48:42
TTD377,34862,sports,Lhore,14,3679,0.19538987105157696,2025-10-22 19:41:55
TTD378,21710,clothing,Karachi,12,3116,0.19096341255933627,2025-09-17 00:09:24
TTD379,50350,book,Faisabad,16,4741,0.08766813740769365,2025-05-27 10:23:53
TTD380,86724,Electronics,Faisabad,1,2591,0.12242668093954992,2025-12-06 11:06:47
TTD381,93945,Grocery,Queeta,1,1681,0.05552312240425137,2024-07-02 05:13:35
TTD382,34038,sports,Islamabad,5,4437,0.06344761166227468,2025-08-16 22:09:01
TTD383,28794,clothing,Queeta,9,3926,0.22627836868757184,2024-09-14 07:47:25
TTD384,63295,Grocery,Peshawar,4,2919,0.03071980045600925,2025-12-14 03:23:20
TTD385,94814,book,Karachi,2,3203,0.19975953028427862,2025-03-12 04:15:04
TTD386,54609,Grocery,Lhore,13,2873,0.18550358101211079,2024-01-13 21:50:17
TTD387,48922,sports,Faisabad,7,3017,0.0128371108047987,2025-02-22 12:01:35
TTD388,84398,Grocery,Faisabad,9,185,0.11593871251906888,2024-03-21 16:25:21
TTD389,83525,Electronics,Peshawar,9,2132,0.08966224787014404,2024-07-19 16:52:00
TTD390,56789,Grocery,Lhore,12,2362,0.019357998403395037,2025-07-23 21:16:26
TTD391,98171,Electronics,Lhore,12,4885,0.23469323814847318,2024-08-07 15:55:42
TTD392,11636,clothing,Queeta,5,1185,0.039010565219600286,2024-04-25 06:54:31
TTD393,67660,Grocery,Islamabad,9,3401,0.1471860446016625,2025-12-11 09:39:05
TTD394,71479,Grocery,Karachi,7,1444,0.051776392569007,2024-08-13 08:21:30
TTD395,20128,Grocery,Karachi,3,851,0.29477802975407685,2024-04-19 23:01:19
TTD396,15084,sports,Karachi,15,3171,0.05766817244677858,2025-04-28 15:38:02
TTD397,46509,sports,Faisabad,15,4824,0.05180603031475384,2024-10-19 11:28:58
TTD398,29818,sports,Queeta,9,4320,0.12885452169084244,2025-06-20 21:07:08
TTD399,43084,Grocery,Faisabad,2,233,0.26532737080087904,2024-10-02 21:36:00
TTD400,14217,book,Peshawar,19,3136,0.1483278524239033,2025-06-02 00:30:48
TTD401,68937,book,Faisabad,19,1938,0.1742179099190092,2025-04-04 23:31:20
TTD402,64402,Electronics,Karachi,3,1061,0.06204878361080835,2024-10-15 08:16:04
TTD403,18710,Electronics,Peshawar,8,4442,0.2583650803045533,2024-02-19 10:21:26
TTD404,19951,sports,Islamabad,6,520,0.04897614958536044,2024-12-18 20:54:54
TTD405,51198,Grocery,Queeta,14,4250,0.020169411581880115,2025-10-21 04:57:29
TTD406,50824,book,Peshawar,6,4803,0.23731363590489749,2024-07-24 20:44:30
TTD407,92257,Grocery,Peshawar,13,4919,0.062046728264728054,2025-07-13 21:30:05
TTD408,47149,clothing,Lhore,1,4403,0.0683405323109232,2025-06-07 14:02:39
TTD409,71600,Electronics,Lhore,14,597,0.2166972070446168,2024-04-05 22:12:51
TTD410,66083,clothing,Islamabad,16,3454,0.18171387304807854,2024-08-28 00:29:34
TTD411,65559,book,Faisabad,1,272,0.00631646696645225,2024-08-27 22:34:49
TTD412,93988,Grocery,Peshawar,5,997,0.2547286781519925,2025-09-17 12:34:13
TTD413,75511,Grocery,Islamabad,6,3325,0.10143105864881409,2024-10-31 13:00:05
TTD414,38720,sports,Queeta,10,570,0.05908196990245068,2025-04-22 23:32:56
TTD415,34729,Electronics,Karachi,17,1712,0.03320190939348626,2024-03-12 03:22:39
TTD416,59148,clothing,Faisabad,6,4938,0.14720614769268742,2024-06-15 15:15:30
TTD417,80108,clothing,Faisabad,5,2685,0.1994878960722723,2024-09-26 01:32:41
TTD418,32991,Grocery,Faisabad,2,3775,0.2951565093818632,2024-01-09 22:19:40
TTD419,17203,sports,Faisabad,8,2895,0.09216852495274676,2024-01-01 22:36:49
TTD420,36557,book,Faisabad,18,3332,0.08543451931554061,2025-10-15 06:58:19
TTD421,30001,sports,Karachi,5,3022,0.080562468750298,2025-04-25 07:30:27
TTD422,35966,Grocery,Karachi,8,4923,0.19214546196370055,2024-05-25 10:16:05
TTD423,67791,sports,Faisabad,15,3922,0.036197842453022065,2024-12-22 11:32:05
TTD424,23888,Electronics,Islamabad,19,4085,0.011746731935460119,2024-05-31 13:42:44
TTD425,93851,clothing,Lhore,19,1824,0.11685235223006778,2025-12-23 01:49:02
TTD426,95474,sports,Queeta,10,4434,0.21139261961305084,2024-04-16 13:03:48
TTD427,12055,clothing,Faisabad,5,1856,0.07514176388503259,2025-01-31 20:14:29
TTD428,96331,Electronics,Faisabad,7,2382,0.06344985768512075,2024-05-19 13:50:22
TTD429,52558,book,Karachi,9,1129,0.13142517770997014,2025-05-24 04:47:10
TTD430,31258,Grocery,Faisabad,1,3945,0.013304859726173412,2025-08-24 03:25:42
TTD431,70119,Grocery,Faisabad,2,1607,0.09150999272202852,2024-01-10 20:11:40
TTD432,13738,sports,Karachi,16,1310,0.030090287843958917,2025-01-13 21:14:12
TTD433,69440,Electronics,Lhore,13,1963,0.03550777378321773,2025-04-29 11:07:56
TTD434,33165,book,Faisabad,6,2571,0.12092973723326952,2025-08-23 04:12:06
TTD435,58685,clothing,Peshawar,9,2852,0.27015218119109113,2025-04-18 21:11:33
TTD436,67066,sports,Queeta,2,1229,0.20920683376170432,2025-01-21 03:49:44
TTD437,93995,clothing,Faisabad,7,4682,0.13916713107415749,2025-08-24 04:17:03
TTD438,44412,book,Islamabad,13,3626,0.22101371954784274,2025-11-03 22:21:31
TTD439,86257,Electronics,Peshawar,17,1127,0.15840344921309535,2024-04-06 06:17:17
TTD440,35625,sports,Karachi,18,1814,0.021899160805633953,2024-08-09 09:17:35
TTD441,52208,Electronics,Queeta,3,3866,0.29043832769692823,2024-03-15 03:54:38
TTD442,95429,book,Islamabad,17,88,0.23704276334732935,2024-04-20 19:57:46
TTD443,85424,Electronics,Lhore,13,79,0.14891703642320123,2024-01-24 01:42:46
TTD444,53205,clothing,Islamabad,3,391,0.04734756807075406,2025-06-23 21:45:01
TTD445,58697,sports,Queeta,14,3097,0.02316873999643383,2025-06-01 13:13:31
TTD446,70343,clothing,Peshawar,8,4605,0.20825051422431506,2024-07-02 17:55:03
TTD447,46078,sports,Lhore,9,877,0.06272034346069943,2025-05-31 13:40:44
TTD448,44038,sports,Karachi,2,671,0.025360501949509194,2024-07-08 08:25:12
TTD449,75126,sports,Faisabad,2,2593,0.2727643804746887,2024-05-17 23:26:13
TTD450,74663,clothing,Faisabad,5,4623,0.10370912566147648,2025-02-04 18:14:10
TTD451,67762,clothing,Karachi,2,4288,0.21040017311898013,2025-08-07 03:15:51
TTD452,21358,book,Lhore,19,2694,0.105537930684943,2025-03-03 10:23:36
TTD453,96332,Grocery,Lhore,10,4324,0.17420346366911887,2024-04-17 23:20:17
TTD454,81408,Grocery,Queeta,8,4520,0.019491119977668392,2025-06-22 16:57:13
TTD455,51494,Electronics,Faisabad,10,2599,0.10813966602733673,2025-08-05 17:12:58
TTD456,85857,Grocery,Islamabad,16,2314,0.08231198276900407,2024-08-11 07:34:07
TTD457,45344,Grocery,Karachi,19,1137,0.21967454791937902,2024-02-23 06:56:10
TTD458,82956,book,Islamabad,12,1042,0.233402281385894,2025-06-13 13:14:36
TTD459,50176,sports,Faisabad,4,819,0.19597113377207764,2024-07-15 05:57:33
TTD460,22319,Grocery,Queeta,5,2649,0.037957711418893925,2025-12-30 12:25:14
TTD461,59477,book,Islamabad,5,3507,0.11516091109275557,2024-04-18 23:54:31
TTD462,11457,book,Lhore,7,3477,0.13821138909572614,2025-10-24 03:08:09
TTD463,46937,sports,Peshawar,6,3288,0.29004346524800617,2024-10-22 15:54:02
TTD464,17484,book,Islamabad,6,4999,0.053212630325331876,2024-02-26 06:49:52
TTD465,73619,clothing,Islamabad,13,4515,0.2838287983735322,2025-08-19 20:44:16
TTD466,93049,clothing,Queeta,14,2064,0.030791111864880802,2025-11-27 07:11:52
TTD467,71391,Electronics,Faisabad,15,2031,0.21456583982703112,2024-10-19 06:27:26
TTD468,13183,clothing,Queeta,4,4738,0.157122700580432,2024-01-27 04:35:50
TTD469,37167,sports,Karachi,15,4604,0.017048065127611343,2025-11-04 01:45:52
TTD470,19774,Grocery,Peshawar,19,1793,0.17930109836492877,2025-11-10 18:43:38
TTD471,92421,book,Lhore,1,487,0.1235500551068004,2024-05-26 19:35:04
TTD472,48813,book,Queeta,12,1635,0.2048075565988752,2025-04-11 05:16:37
TTD473,67187,sports,Karachi,10,1197,0.1790739560101629,2024-01-31 09:10:30
TTD474,58246,sports,Islamabad,15,3154,0.1403384339124115,2025-10-06 15:40:04
TTD475,32841,clothing,Faisabad,9,3261,0.18992091603178632,2024-08-24 01:13:01
TTD476,11939,Electronics,Queeta,2,354,0.25115345816288215,2025-09-09 17:04:41
TTD477,72521,book,Faisabad,14,2647,0.23494775702901008,2025-06-08 04:41:21
TTD478,14793,sports,Lhore,1,2135,0.09996220591321907,2025-09-29 18:04:02
TTD479,99693,book,Islamabad,2,54,0.13948555010923627,2024-12-05 00:04:40
TTD480,87039,sports,Karachi,11,2290,0.0330069432027943,2024-03-24 15:06:28
TTD481,10498,clothing,Faisabad,10,4007,0.1138670316743122,2025-12-06 22:18:19
TTD482,63345,Grocery,Queeta,11,2792,0.2872234658282115,2024-11-12 03:19:01
TTD483,68852,book,Islamabad,10,2579,0.21377473190174692,2024-08-05 18:13:02
TTD484,18142,Electronics,Karachi,1,1463,0.07533157987562705,2025-05-19 08:26:42
TTD485,94948,Electronics,Queeta,11,2232,0.09165025770620244,2024-05-06 13:43:06
TTD486,25238,clothing,Islamabad,3,3347,0.2210780583586014,2024-12-06 13:36:51
TTD487,48915,Electronics,Lhore,8,814,0.23460103365559312,2024-09-13 12:30:07
TTD488,91726,sports,Peshawar,11,2716,0.21015775136309178,2025-09-01 19:28:14
TTD489,93789,sports,Islamabad,14,2072,0.08401806551970854,2024-03-31 12:49:48
TTD490,46349,clothing,Islamabad,19,4587,0.17243397492855292,2024-11-15 15:01:46
TTD491,87650,Electronics,Queeta,15,2999,0.29212144082104036,2024-03-10 21:34:28
TTD492,35604,book,Lhore,15,2515,0.29553167512378975,2025-06-23 19:30:37
TTD493,63383,clothing,Queeta,19,4091,0.1314892230983878,2025-04-10 05:24:59
TTD494,91363,clothing,Faisabad,19,2605,0.0875854932932381,2024-08-20 12:43:47
TTD495,97476,sports,Islamabad,13,3023,0.11708938035705453,2024-01-29 18:31:22
TTD496,81083,Electronics,Queeta,17,1212,0.2901588034093642,2024-06-06 18:43:57
TTD497,14658,Grocery,Lhore,4,918,0.16959319257671923,2025-05-06 16:16:47
TTD498,82357,book,Lhore,15,3206,0.20055986675447382,2024-05-14 05:29:53
TTD499,47742,sports,Karachi,16,1975,0.20513393122324974,2024-12-31 08:48:44
TTD500,56940,book,Islamabad,6,1740,0.11172873364866961,2025-02-09 06:43:19
TTD501,15767,clothing,Faisabad,3,579,0.07644982534782231,2024-06-29 23:42:19
TTD502,27236,Electronics,Faisabad,12,1429,0.13711502154230315,2024-07-28 15:54:25
TTD503,36615,sports,Karachi,12,1224,0.20863356387586246,2024-08-03 09:26:15
TTD504,52719,book,Karachi,8,1809,0.25007409978538836,2025-12-16 13:12:49
TTD505,20986,sports,Peshawar,12,289,0.25008252006772713,2024-08-07 10:56:31
TTD506,90982,Electronics,Peshawar,16,1873,0.17304299753437655,2025-10-20 00:16:01
TTD507,37004,sports,Karachi,2,124,0.013114141138275614,2025-03-06 04:46:41
TTD508,72871,Electronics,Lhore,2,3618,0.11591270587644599,2025-10-02 20:49:42
TTD509,78404,sports,Queeta,2,1284,0.05293348073394494,2025-02-16 04:38:02
TTD510,95294,sports,Peshawar,14,2751,0.08563771048634783,2025-03-25 04:57:17
TTD511,55867,sports,Lhore,18,3294,0.25852379612921406,2024-09-20 23:02:33
TTD512,12574,Electronics,Faisabad,10,2448,0.21102718840530185,2024-04-06 08:28:28
TTD513,66202,sports,Lhore,10,203,0.2913602856005347,2025-12-15 02:29:45
TTD514,57049,Grocery,Peshawar,13,1094,0.0520660800946675,2024-04-19 17:15:14
TTD515,40057,sports,Peshawar,16,2127,0.2920575892118673,2025-07-11 06:47:54
TTD516,41461,Grocery,Karachi,18,2246,0.1937802144057129,2025-07-29 23:33:26
TTD517,62514,clothing,Queeta,19,3137,0.17551914280224054,2025-02-02 18:06:27
TTD518,45159,book,Lhore,8,4924,0.2112772490911706,2025-06-27 13:45:45
TTD519,40447,Grocery,Karachi,8,3090,0.06508652170660136,2024-08-08 11:56:41
TTD520,51952,clothing,Faisabad,16,2639,0.1485979729071339,2024-04-26 23:08:10
TTD521,87541,sports,Karachi,11,3112,0.10438660308845284,2025-08-05 06:56:37
TTD522,60189,book,Peshawar,5,4851,0.047726421972428275,2025-01-17 10:17:51
TTD523,38637,Grocery,Queeta,13,568,0.08294381797660023,2025-03-06 07:38:40
TTD524,95553,book,Peshawar,19,4887,0.13125459767187078,2024-04-28 11:37:54
TTD525,37590,Grocery,Faisabad,4,2059,0.23171423708747677,2024-09-30 18:05:58
TTD526,31331,Grocery,Peshawar,3,1185,0.03569270401614486,2025-04-03 07:53:40
TTD527,81916,sports,Peshawar,7,2603,0.2681836101152601,2024-11-08 21:41:46
TTD528,95322,Electronics,Karachi,18,4274,0.23031755485919614,2025-06-26 17:09:40
TTD529,71165,book,Islamabad,2,2482,0.23597723760682981,2025-01-02 15:58:39
TTD530,56716,sports,Peshawar,14,1396,0.19682667421947544,2024-05-29 20:14:22
TTD531,28949,Grocery,Peshawar,11,74,0.2367290621060602,2025-03-19 06:07:03
TTD532,84234,sports,Karachi,9,3482,0.07689060901137282,2024-07-14 08:27:40
TTD533,33104,sports,Islamabad,3,3015,0.16782599773728668,2024-07-27 14:42:25
TTD534,12785,sports,Karachi,1,672,0.12517791647548904,2025-12-10 02:23:07
TTD535,80386,Electronics,Lhore,6,3789,0.001234533406161098,2024-09-06 07:08:45
TTD536,32026,book,Faisabad,14,652,0.23180521740990284,2024-12-14 09:46:52
TTD537,79413,clothing,Faisabad,9,1530,0.25554548183671333,2024-12-17 02:08:35
TTD538,20798,sports,Islamabad,16,1827,0.1974520415914637,2025-10-23 14:22:25
TTD539,15488,clothing,Karachi,11,4898,0.14698162163906203,2024-08-15 01:46:29
TTD540,89846,book,Islamabad,18,2440,0.2726288704573955,2025-09-29 18:54:16
TTD541,30647,sports,Peshawar,15,3002,0.014818520167242765,2025-09-25 09:02:53
TTD542,57369,Electronics,Lhore,11,780,0.13052665812913153,2024-05-15 22:39:59
TTD543,76552,Electronics,Peshawar,18,3198,0.1437281239537818,2025-04-21 13:49:52
TTD544,25738,book,Peshawar,16,4059,0.23629746286843537,2024-06-04 02:25:56
TTD545,82222,clothing,Peshawar,6,2947,0.26938024400589966,2024-11-22 21:33:34
TTD546,63307,Electronics,Islamabad,3,2639,0.2536337850958849,2025-12-07 17:27:31
TTD547,69600,clothing,Peshawar,11,2979,0.05254615781562761,2024-10-21 01:53:39
TTD548,30994,book,Queeta,4,225,0.03656880219213001,2025-01-12 13:26:00
TTD549,75334,sports,Peshawar,12,1337,0.19245665710466248,2025-11-19 20:42:03
TTD550,36827,Grocery,Islamabad,5,4676,0.11926581604985104,2024-12-29 16:18:36
TTD551,24527,clothing,Islamabad,11,1801,0.01311337785255655,2025-02-19 00:12:25
TTD552,44883,Grocery,Islamabad,14,1009,0.2957407486712745,2024-06-23 23:16:11
TTD553,83588,clothing,Islamabad,9,1903,0.18061665221937798,2024-05-13 00:28:40
TTD554,52821,sports,Lhore,9,4239,0.11870502535228848,2024-01-17 09:43:18
TTD555,13609,sports,Queeta,6,1136,0.29567566148248153,2024-08-03 23:21:11
TTD556,10483,clothing,Faisabad,3,2388,0.27446647020658815,2024-03-23 05:25:16
TTD557,63327,book,Islamabad,13,552,0.09406600388730114,2025-10-31 06:08:17
TTD558,97133,Grocery,Lhore,13,2771,0.2544448554757203,2024-06-22 10:37:51
TTD559,52377,Grocery,Queeta,12,233,0.1544386498803815,2025-06-29 09:12:30
TTD560,69248,book,Karachi,15,2332,0.2274300211446339,2025-06-27 08:01:58
TTD561,24949,Grocery,Peshawar,6,2397,0.012263445115654937,2024-05-15 14:44:48
TTD562,77988,Grocery,Karachi,16,67,0.0537576355838545,2024-08-29 12:32:46
TTD563,15128,Grocery,Queeta,19,1382,0.039946658485607744,2025-06-03 18:59:28
TTD564,18166,Grocery,Karachi,5,789,0.23514626336146238,2025-06-30 13:33:43
TTD565,98157,clothing,Faisabad,14,3604,0.08885013181592728,2024-05-04 05:26:11
TTD566,91364,Electronics,Queeta,11,4202,0.19448257650597126,2024-07-14 03:51:53
TTD567,47560,sports,Peshawar,2,4022,0.204987814605742,2025-11-02 13:44:22
TTD568,80145,sports,Lhore,15,3058,0.14263323865622915,2025-04-04 16:52:10
TTD569,48192,Electronics,Faisabad,17,2123,0.11896474708664549,2024-01-08 11:07:46
TTD570,20559,clothing,Lhore,7,2666,0.17463524680371653,2024-01-17 06:38:31
TTD571,15938,sports,Islamabad,5,3460,0.2820552171578377,2024-06-24 11:55:33
TTD572,68323,sports,Lhore,14,4337,0.19022384250521007,2025-09-28 07:29:35
TTD573,65207,Electronics,Faisabad,13,888,0.019634830131223423,2024-03-08 15:42:28
TTD574,57827,Electronics,Lhore,14,4928,0.056114599900987626,2025-07-06 22:02:06
TTD575,22321,clothing,Karachi,6,1433,0.15801631211307224,2025-10-22 07:06:11
TTD576,76487,clothing,Queeta,14,341,0.2063267162670214,2024-05-10 17:08:09
TTD577,39400,clothing,Lhore,15,760,0.0905395036091703,2024-06-22 08:51:01
TTD578,70098,sports,Lhore,2,1134,0.08944447285985357,2024-12-24 14:46:31
TTD579,78389,Grocery,Faisabad,13,4979,0.1925787639436894,2025-11-21 02:11:03
TTD580,71760,sports,Faisabad,7,2534,0.1959179266711063,2025-03-23 07:32:50
TTD581,16889,clothing,Islamabad,18,3108,0.1566290927696776,2025-11-16 03:54:49
TTD582,53135,sports,Islamabad,13,3046,0.05591789506862716,2025-10-10 00:31:46
TTD583,19592,book,Islamabad,17,2483,0.12518283030589522,2025-11-23 11:07:51
TTD584,51293,sports,Queeta,5,4143,0.16992749844820115,2024-10-25 05:05:46
TTD585,98458,Grocery,Karachi,18,4815,0.1151316739026824,2025-09-16 10:44:33
TTD586,74124,Electronics,Queeta,19,762,0.25997643314736457,2025-03-30 08:51:32
TTD587,26891,book,Karachi,8,4833,0.2894668401675981,2025-06-19 17:28:44
TTD588,48379,Grocery,Lhore,3,4838,0.039329875078588414,2024-04-03 20:03:16
TTD589,76702,sports,Karachi,8,1152,0.23824737236548715,2025-08-16 21:56:52
TTD590,96356,Grocery,Islamabad,5,3631,0.13524176900593632,2025-12-05 11:23:37
TTD591,99025,Grocery,Queeta,6,2437,0.1817487976541473,2024-09-08 23:02:30
TTD592,80066,Grocery,Queeta,15,3407,0.22087803947904797,2025-12-10 19:36:38
TTD593,40375,Grocery,Karachi,6,3901,0.12567341868885196,2024-05-06 20:01:33
TTD594,44451,sports,Lhore,5,3718,0.07053350368606454,2024-11-14 04:32:43
TTD595,10896,Electronics,Queeta,9,4258,0.2537292641491393,2024-10-04 16:21:20
TTD596,85956,Electronics,Queeta,2,412,0.06415377158581965,2025-05-05 14:24:20
TTD597,78728,sports,Karachi,6,4102,0.29575320717355513,2024-01-14 23:14:57
TTD598,34202,Grocery,Karachi,9,4387,0.2746039944871929,2025-10-30 10:32:19
TTD599,83780,book,Karachi,6,1054,0.03310910699218356,2024-01-16 21:14:33
TTD600,74960,book,Faisabad,9,4286,0.018092841419576566,2024-12-03 21:13:12
TTD601,21655,sports,Lhore,11,1393,0.04426461527223511,2024-02-10 04:56:19
TTD602,74405,Electronics,Karachi,15,1441,0.29180248762778516,2024-07-27 07:32:40
TTD603,75107,Grocery,Karachi,19,629,0.08163415784881338,2025-01-20 03:07:27
TTD604,80411,book,Peshawar,18,3587,0.10311064452747616,2025-10-28 11:58:03
TTD605,65425,Electronics,Queeta,16,261,0.24121553300169896,2024-06-10 08:37:36
TTD606,87289,clothing,Islamabad,11,1292,0.04344530823121223,2025-05-17 16:06:57
TTD607,37109,book,Islamabad,9,3238,0.2350445286621647,2025-08-05 16:41:15
TTD608,31572,Electronics,Islamabad,10,1469,0.2676036827794421,2024-10-31 20:50:55
TTD609,12174,sports,Karachi,5,4333,0.06426317727442914,2025-05-09 13:13:51
TTD610,43589,sports,Islamabad,1,2513,0.046547170588693954,2025-11-06 12:08:45
TTD611,96777,sports,Karachi,5,3477,0.19078130098190701,2025-09-29 16:15:48
TTD612,71070,Electronics,Faisabad,2,4385,0.22078802225366265,2024-07-24 11:03:47
TTD613,85794,clothing,Islamabad,13,2427,0.10449613408053603,2024-12-01 14:33:26
TTD614,56359,clothing,Lhore,11,1607,0.12718299088282967,2025-07-10 18:22:27
TTD615,27583,Grocery,Karachi,4,455,0.0008771338094380465,2025-06-11 00:42:32
TTD616,87926,book,Queeta,6,2248,0.022876181137898865,2024-08-16 14:26:03
TTD617,26536,clothing,Queeta,19,2211,0.22211659596348982,2025-05-08 07:19:42
TTD618,84658,clothing,Karachi,2,1746,0.01741226726408582,2024-09-06 07:23:42
TTD619,65810,book,Faisabad,3,1734,0.15216413555813407,2024-08-19 09:19:46
TTD620,37449,book,Lhore,19,3864,0.28786378605666285,2024-06-26 08:07:57
TTD621,71596,Grocery,Lhore,9,3343,0.0017976642711487023,2024-04-22 10:49:22
TTD622,24208,Electronics,Peshawar,6,2930,0.24712981583399796,2024-08-18 17:46:10
TTD623,31650,Grocery,Lhore,19,1828,0.21696070866962164,2025-04-18 06:00:27
TTD624,61353,sports,Karachi,13,2270,0.012108634398246486,2025-04-15 20:16:03
TTD625,94617,sports,Islamabad,11,3428,0.018411552401534026,2025-11-04 02:56:08
TTD626,47647,book,Karachi,19,1167,0.14838070336916845,2025-01-09 14:26:08
TTD627,88129,sports,Queeta,15,1108,0.22501902886348796,2024-04-14 09:32:34
TTD628,38930,book,Faisabad,4,3641,0.13057509996804315,2024-04-30 12:17:30
TTD629,70145,Electronics,Islamabad,9,2215,0.2135498252121029,2024-07-04 14:06:54
TTD630,79441,Grocery,Karachi,15,4141,0.11167062492578447,2025-11-28 03:06:20
TTD631,94470,clothing,Lhore,10,630,0.19678007888325502,2024-12-23 20:04:58
